threshold,precision,recall,f1,f2,accuracy,confusion_matrix
0.02619999999999989,0.38095238095238093,0.6133333333333333,0.46998722860791825,0.5466428995840761,0.8237043330501275,"[[1755, 299], [116, 184]]"
0.02629999999999989,0.38095238095238093,0.6133333333333333,0.46998722860791825,0.5466428995840761,0.8237043330501275,"[[1755, 299], [116, 184]]"
0.02639999999999989,0.38095238095238093,0.6133333333333333,0.46998722860791825,0.5466428995840761,0.8237043330501275,"[[1755, 299], [116, 184]]"
0.026499999999999888,0.38333333333333336,0.6133333333333333,0.4717948717948718,0.5476190476190477,0.8249787595581988,"[[1758, 296], [116, 184]]"
0.026599999999999888,0.38413361169102295,0.6133333333333333,0.472400513478819,0.547945205479452,0.8254035683942226,"[[1759, 295], [116, 184]]"
0.026699999999999887,0.38413361169102295,0.6133333333333333,0.472400513478819,0.547945205479452,0.8254035683942226,"[[1759, 295], [116, 184]]"
0.026799999999999886,0.3857442348008386,0.6133333333333333,0.47361647361647363,0.5485986881335718,0.8262531860662702,"[[1761, 293], [116, 184]]"
0.026899999999999886,0.3857442348008386,0.6133333333333333,0.47361647361647363,0.5485986881335718,0.8262531860662702,"[[1761, 293], [116, 184]]"
0.026999999999999885,0.3857442348008386,0.6133333333333333,0.47361647361647363,0.5485986881335718,0.8262531860662702,"[[1761, 293], [116, 184]]"
0.027099999999999885,0.3857442348008386,0.6133333333333333,0.47361647361647363,0.5485986881335718,0.8262531860662702,"[[1761, 293], [116, 184]]"
0.027199999999999884,0.3857442348008386,0.6133333333333333,0.47361647361647363,0.5485986881335718,0.8262531860662702,"[[1761, 293], [116, 184]]"
0.027299999999999883,0.3857442348008386,0.6133333333333333,0.47361647361647363,0.5485986881335718,0.8262531860662702,"[[1761, 293], [116, 184]]"
0.027399999999999883,0.3865546218487395,0.6133333333333333,0.4742268041237113,0.548926014319809,0.826677994902294,"[[1762, 292], [116, 184]]"
0.027499999999999882,0.3865546218487395,0.6133333333333333,0.4742268041237113,0.548926014319809,0.826677994902294,"[[1762, 292], [116, 184]]"
0.02759999999999988,0.3873684210526316,0.6133333333333333,0.47483870967741937,0.5492537313432836,0.8271028037383178,"[[1763, 291], [116, 184]]"
